Number,Company Name,Year,Revenue,Source,Discrepancy,Classement having discrepancy,Notes,Conglomerate,Public
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,2227,2009,NA,NA,NA,NA,NA
NA,NA,2007,4700,2008,NA,NA,NA,NA,NA
NA,NA,2006,3600,2008,NA,NA,NA,NA,NA
183,ELECTROSTAR,2018,37585,2020,NA,NA,NA,1,0
NA,NA,2017,53869,2020,NA,NA,NA,NA,NA
NA,NA,2014,97033,2016,NA,NA,NA,NA,NA
NA,NA,2013,121280,2016,NA,NA,NA,NA,NA
NA,NA,2012,109093,2015,NA,NA,NA,NA,NA
NA,NA,2011,41005,2014,NA,NA,NA,NA,NA
NA,NA,2010,64000,2011,NA,NA,NA,NA,NA
NA,NA,2009,81000,2011,NA,NA,NA,NA,NA
NA,NA,2008,82000,2010,68342,2009,NA,NA,NA
NA,NA,2007,56517,2009,NA,NA,NA,NA,NA
NA,NA,2006,52744,2008,NA,NA,NA,NA,NA
184,COMPTOIR NATIONAL TUNISIEN - CNT,2018,37469,2020,NA,NA,NA,0,0
NA,NA,2017,34193,2020,NA,NA,NA,NA,NA
NA,NA,2014,45644,2016,NA,NA,NA,NA,NA
NA,NA,2013,41820,2016,NA,NA,NA,NA,NA
NA,NA,2012,51923,2015,51558,2014,NA,NA,NA
NA,NA,2011,53757,2014,NA,NA,NA,NA,NA
NA,NA,2010,56000,2011,NA,NA,NA,NA,NA
NA,NA,2009,51000,2011,NA,NA,NA,NA,NA
NA,NA,2008,61203,2009,NA,NA,NA,NA,NA
NA,NA,2007,58028,2009,NA,NA,NA,NA,NA
NA,NA,2006,51583,2008,NA,NA,NA,NA,NA
185,MEDICARS (GROUPE ZOUARI),2018,36873,2020,NA,NA,NA,1,0
NA,NA,2017,29780,2020,NA,NA,NA,NA,NA
NA,NA,2014,27430,2016,NA,NA,NA,NA,NA
NA,NA,2013,5076,2016,6000,2015,NA,NA,NA
NA,NA,2012,NA,NA,NA,NA,No entry,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
186,NOUVELLE COMMERCE INETRNATIONAL-NCI (GROUPE HAMMAMI),2018,36555,2020,NA,NA,NA,1,0
NA,NA,2017,30288,2020,NA,NA,NA,NA,NA
NA,NA,2014,20667,2016,NA,NA,This company was named NCI in ranking of 2016 and ones before,NA,NA
NA,NA,2013,18792,2016,NA,NA,NA,NA,NA
NA,NA,2012,14747,2015,NA,NA,NA,NA,NA
NA,NA,2011,16431,2012,NA,NA,NA,NA,NA
NA,NA,2010,8839,2012,NA,NA,NA,NA,NA
NA,NA,2009,5925,2010,NA,NA,NA,NA,NA
NA,NA,2008,7049,2010,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,No entry,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
187,STE DEMCO KNITWEAR,2018,36295,2020,NA,NA,NA,0,0
NA,NA,2017,31366,2020,NA,NA,NA,NA,NA
NA,NA,2014,23359,2016,NA,NA,NA,NA,NA
NA,NA,2013,23422,2016,NA,NA,NA,NA,NA
NA,NA,2012,17117,2015,NA,NA,NA,NA,NA
NA,NA,2011,15329,2014,NA,NA,NA,NA,NA
NA,NA,2010,12359,2011,NA,NA,NA,NA,NA
NA,NA,2009,11600,2011,NA,NA,NA,NA,NA
NA,NA,2008,12642,2010,NA,NA,NA,NA,NA
NA,NA,2007,10317,2009,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
188,TUNISIE MICRO-INFORMATIQUE-TMI,2018,35618,2020,NA,NA,NA,0,0
NA,NA,2017,14629,2020,NA,NA,NA,NA,NA
NA,NA,2014,17000,2016,NA,NA,NA,NA,NA
NA,NA,2013,14000,2016,13154,2015,NA,NA,NA
NA,NA,2012,8976,2015,NA,NA,NA,NA,NA
NA,NA,2011,6809,2012,NA,NA,NA,NA,NA
NA,NA,2010,10011,2012,NA,NA,NA,NA,NA
NA,NA,2009,19000,2010,NA,NA,NA,NA,NA
NA,NA,2008,11322,2010,NA,NA,NA,NA,NA
NA,NA,2007,11150,2008,NA,NA,NA,NA,NA
NA,NA,2006,14886,2008,NA,NA,NA,NA,NA
189,CONFECTION RAS JEBEL -CRJ,2018,35600,2020,NA,NA,NA,0,0
NA,NA,2017,28400,2020,NA,NA,NA,NA,NA
NA,NA,2014,39280,2016,NA,NA,NA,NA,NA
NA,NA,2013,42701,2016,43300,2015,NA,NA,NA
NA,NA,2012,37800,2015,37070,2014,NA,NA,NA
NA,NA,2011,14376,2014,NA,NA,NA,NA,NA
NA,NA,2010,18710,2011,NA,NA,NA,NA,NA
NA,NA,2009,21915,2011,NA,NA,NA,NA,NA
NA,NA,2008,25249,2009,NA,NA,NA,NA,NA
NA,NA,2007,24284,2009,NA,NA,NA,NA,NA
NA,NA,2006,24461,2008,NA,NA,NA,NA,NA
190,FATALES (GROUPE KILANI),2018,35503,2020,NA,NA,NA,1,0
NA,NA,2017,34886,2020,NA,NA,NA,NA,NA
NA,NA,2014,27651,2016,NA,NA,NA,NA,NA
NA,NA,2013,24250,2016,NA,NA,NA,NA,NA
NA,NA,2012,21035,2015,NA,NA,NA,NA,NA
NA,NA,2011,15650,2014,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
191,SOCIETE INDUS APPAREILLAGE MATERIELS ELECTRIQUES -SIAME,2018,35133,2020,NA,NA,NA,0,1
NA,NA,2017,29580,2020,NA,NA,NA,NA,NA
NA,NA,2014,27895,2016,NA,NA,NA,NA,NA
NA,NA,2013,24361,2016,24399,2015,NA,NA,NA
NA,NA,2012,19261,2015,NA,NA,NA,NA,NA
NA,NA,2011,19747,2014,NA,NA,NA,NA,NA
NA,NA,2010,21703,2011,NA,NA,NA,NA,NA
NA,NA,2009,21827,2011,NA,NA,NA,NA,NA
NA,NA,2008,24200,2009,NA,NA,NA,NA,NA
NA,NA,2007,24499,2009,NA,NA,NA,NA,NA
NA,NA,2006,19922,2008,NA,NA,NA,NA,NA
192,ELBENE,2018,34828,2020,NA,NA,NA,0,1
NA,NA,2017,89418,2020,NA,NA,NA,NA,NA
NA,NA,2014,115715,2016,NA,NA,NA,NA,NA
NA,NA,2013,117082,2016,NA,NA,NA,NA,NA
NA,NA,2012,102835,2015,NA,NA,NA,NA,NA
NA,NA,2011,96997,2014,NA,NA,NA,NA,NA
NA,NA,2010,70429,2012,NA,NA,"""TUNISIE LAIT""",NA,NA
NA,NA,2009,73420,2011,NA,NA,NA,NA,NA
NA,NA,2008,64383,2010,NA,NA,NA,NA,NA
NA,NA,2007,57960,2009,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
193,STE INDUS PHARMACEUTIQUES TUNISIE- SIPHAT,2018,33151,2020,NA,NA,NA,0,1
NA,NA,2017,37367,2020,NA,NA,NA,NA,NA
NA,NA,2014,39991,2016,NA,NA,NA,NA,NA
NA,NA,2013,43332,2016,NA,NA,NA,NA,NA
NA,NA,2012,50287,2015,NA,NA,NA,NA,NA
NA,NA,2011,44472,2014,NA,NA,NA,NA,NA
NA,NA,2010,47238,2011,NA,NA,NA,NA,NA
NA,NA,2009,45862,2011,NA,NA,NA,NA,NA
NA,NA,2008,41535,2009,NA,NA,NA,NA,NA
NA,NA,2007,40360,2009,NA,NA,NA,NA,NA
NA,NA,2006,39150,2008,NA,NA,NA,NA,NA
194,CELLCOM,2018,33004,2020,NA,NA,NA,0,1
NA,NA,2017,35773,2020,NA,NA,NA,NA,NA
NA,NA,2014,42000,2016,NA,NA,NA,NA,NA
NA,NA,2013,31846,2016,NA,NA,NA,NA,NA
NA,NA,2012,18734,2015,NA,NA,NA,NA,NA
NA,NA,2011,23289,2014,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
195,COMPTOIR SUD PAPIER CSP,2018,32315,2020,NA,NA,NA,0,1
NA,NA,2017,22775,2020,NA,NA,NA,NA,NA
NA,NA,2014,24996,2016,NA,NA,NA,NA,NA
NA,NA,2013,20763,2016,NA,NA,NA,NA,NA
NA,NA,2012,20937,2015,NA,NA,NA,NA,NA
NA,NA,2011,20511,2012,NA,NA,NA,NA,NA
NA,NA,2010,20010,2012,NA,NA,NA,NA,NA
NA,NA,2009,21478,2010,NA,NA,NA,NA,NA
NA,NA,2008,19927,2010,NA,NA,NA,NA,NA
NA,NA,2007,18158,2008,NA,NA,NA,NA,NA
NA,NA,2006,17181,2008,NA,NA,NA,NA,NA
196,TUNISIE SUCRE (GROUPE ABDENNADHER),2018,32246,2020,NA,NA,NA,0,1
NA,NA,2017,53600,2020,NA,NA,NA,NA,NA
NA,NA,2014,NA,NA,NA,NA,No entry because this company started production in 2015,NA,NA
NA,NA,2013,NA,NA,NA,NA,NA,NA,NA
NA,NA,2012,NA,NA,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
197,BH LEASING,2018,32219,2020,NA,NA,NA,0,NA
NA,NA,2017,36638,2020,NA,NA,NA,NA,NA
NA,NA,2014,NA,NA,NA,NA,NA,NA,NA
NA,NA,2013,NA,NA,NA,NA,NA,NA,NA
NA,NA,2012,NA,NA,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
198,STE INDUSTRIELLE AMORTISSEURS- SIA,2018,32048,2020,NA,NA,NA,0,0
NA,NA,2017,27996,2020,NA,NA,NA,NA,NA
NA,NA,2014,20644,2016,NA,NA,NA,NA,NA
NA,NA,2013,22492,2016,23458,2015,NA,NA,NA
NA,NA,2012,20805,2015,NA,NA,NA,NA,NA
NA,NA,2011,20054,2012,NA,NA,NA,NA,NA
NA,NA,2010,20804,2012,NA,NA,NA,NA,NA
NA,NA,2009,18173,2010,NA,NA,NA,NA,NA
NA,NA,2008,15854,2010,15439,2009,NA,NA,NA
NA,NA,2007,16049,2009,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
199,BEST LEASE,2018,31762,2020,NA,NA,NA,0,1
NA,NA,2017,27338,2020,NA,NA,NA,NA,NA
NA,NA,2014,16170,2016,NA,NA,NA,NA,NA
NA,NA,2013,13737,2016,NA,NA,NA,NA,NA
NA,NA,2012,NA,NA,NA,NA,No entry,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
2020,CIE DISTRIB ET COMMERCIALISATION ELECTROMENAGER- CDCE,2018,31756,2020,NA,NA,NA,1,0
NA,NA,2017,28212,2020,NA,NA,NA,NA,NA
NA,NA,2014,19840,2016,NA,NA,"This company was named ""CIE DIST ELECTROMENAGER-CDCD(WHIRLPOOL) (GROUPE ALLIANCE) """,NA,NA
NA,NA,2013,22680,2016,NA,NA,NA,NA,NA
NA,NA,2012,18000,2015,NA,NA,"""CIE DIST ELECTROMENAGER - WHIRLPOOL""",NA,NA
NA,NA,2011,10058,2014,NA,NA,NA,NA,NA
NA,NA,2010,5020,2012,10000,2011,NA,NA,NA
NA,NA,2009,8000,2011,NA,NA,NA,NA,NA
NA,NA,2008,8000,2010,NA,NA,NA,NA,NA
NA,NA,2007,6000,2008,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
201,VECTORYS,2018,31000,2020,NA,NA,NA,0,NA
NA,NA,2017,NA,NA,NA,NA,NA,NA,NA
NA,NA,2014,NA,NA,NA,NA,No entry,NA,NA
NA,NA,2013,NA,NA,NA,NA,NA,NA,NA
NA,NA,2012,NA,NA,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
202,CENTRE NATIONAL PEDAGOGIQUE,2018,30973,2020,NA,NA,NA,0,NA
NA,NA,2017,33710,2020,NA,NA,NA,NA,NA
NA,NA,2014,29954,2016,NA,NA,NA,NA,NA
NA,NA,2013,28691,2016,NA,NA,NA,NA,NA
NA,NA,2012,NA,NA,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
203,ERNEST AND YOUNG,2018,30900,2020,NA,NA,NA,0,NA
NA,NA,2017,NA,NA,NA,NA,No entry,NA,NA
NA,NA,2014,NA,NA,NA,NA,NA,NA,NA
NA,NA,2013,NA,NA,NA,NA,NA,NA,NA
NA,NA,2012,NA,NA,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
204,CAISSE DES PRETS ET DE SOUTIEN DES COLLECTIVITES,2018,30614,2020,NA,NA,NA,0,NA
NA,NA,2017,29909,2020,NA,NA,NA,NA,NA
NA,NA,2014,33852,2016,NA,NA,NA,NA,NA
NA,NA,2013,35089,2016,NA,NA,NA,NA,NA
NA,NA,2012,37671,2015,NA,NA,NA,NA,NA
NA,NA,2011,40130,2014,NA,NA,NA,NA,NA
NA,NA,2010,37860,2011,NA,NA,NA,NA,NA
NA,NA,2009,31684,2011,NA,NA,NA,NA,NA
NA,NA,2008,27864,2009,NA,NA,NA,NA,NA
NA,NA,2007,29124,2009,NA,NA,NA,NA,NA
NA,NA,2006,29524,2008,NA,NA,NA,NA,NA
205,HOTEL NOURI PALACE (GROUPE NOURI CHAABANE),2018,29937,2020,NA,NA,NA,1,NA
NA,NA,2017,22974,2020,NA,NA,NA,NA,NA
NA,NA,2014,26973,2016,NA,NA,NA,NA,NA
NA,NA,2013,17222,2016,19845,2015,NA,NA,NA
NA,NA,2012,17222,2015,NA,NA,NA,NA,NA
NA,NA,2011,13121,2014,NA,NA,NA,NA,NA
NA,NA,2010,17229,2011,NA,NA,"""HOTEL PALACE""",NA,NA
NA,NA,2009,17523,2011,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
206,SOMEF-TUNISIE,2018,29527,2020,NA,NA,NA,0,0
NA,NA,2017,29981,2020,NA,NA,NA,NA,NA
NA,NA,2014,28300,2016,NA,NA,NA,NA,NA
NA,NA,2013,27520,2016,NA,NA,NA,NA,NA
NA,NA,2012,NA,NA,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,19363,2011,NA,NA,NA,NA,NA
NA,NA,2009,15579,2011,17966,2010,NA,NA,NA
NA,NA,2008,15367,2010,13416,2009,NA,NA,NA
NA,NA,2007,11654,2009,12900,2008,NA,NA,NA
NA,NA,2006,11400,2008,NA,NA,NA,NA,NA
207,EL AMANA TAKAFUL,2018,29472,2020,NA,NA,NA,0,NA
NA,NA,2017,24975,2020,NA,NA,NA,NA,NA
NA,NA,2014,5290,2016,NA,NA,NA,NA,NA
NA,NA,2013,NA,NA,NA,NA,NA,NA,NA
NA,NA,2012,NA,NA,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
208,COMPANIE AFRICAINE PEINTURES-CAP VALENTINE (GROUPE ALLIANCE),2018,29435,2020,NA,NA,NA,1,0
NA,NA,2017,22925,2020,NA,NA,NA,NA,NA
NA,NA,2014,17527,2016,NA,NA,NA,NA,NA
NA,NA,2013,16754,2016,NA,NA,NA,NA,NA
NA,NA,2012,17318,2015,NA,NA,NA,NA,NA
NA,NA,2011,16679,2012,NA,NA,NA,NA,NA
NA,NA,2010,15293,2012,NA,NA,NA,NA,NA
NA,NA,2009,22000,2010,NA,NA,NA,NA,NA
NA,NA,2008,20000,2010,NA,NA,NA,NA,NA
NA,NA,2007,13000,2008,NA,NA,NA,NA,NA
NA,NA,2006,15000,2008,NA,NA,NA,NA,NA
209,SIPS (GROUPE HAMMAMI),2018,29374,2020,NA,NA,NA,1,NA
NA,NA,2017,23942,2020,NA,NA,NA,NA,NA
NA,NA,2014,33700,2016,NA,NA,"""STE IND PLATRE SUD -SIPS (GROUPE HAMMAMI) """,NA,NA
NA,NA,2013,27685,2016,NA,NA,NA,NA,NA
NA,NA,2012,12935,2015,NA,NA,NA,NA,NA
NA,NA,2011,19033,2014,NA,NA,NA,NA,NA
NA,NA,2010,19624,2011,NA,NA,"""SIPS""",NA,NA
NA,NA,2009,13192,2011,NA,NA,NA,NA,NA
NA,NA,2008,10335,2009,NA,NA,NA,NA,NA
NA,NA,2007,6208,2009,NA,NA,NA,NA,NA
NA,NA,2006,3656,2008,NA,NA,NA,NA,NA
210,CEREALIS,2018,29296,2020,NA,NA,NA,0,1
NA,NA,2017,25324,2020,NA,NA,NA,NA,NA
NA,NA,2014,8874,2016,NA,NA,NA,NA,NA
NA,NA,2013,9412,2016,NA,NA,NA,NA,NA
NA,NA,2012,NA,NA,NA,NA,No entry,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
211,CENTRALE MATERIELE QUIPEMENT-CME (GROUPE NOURI CHAABANE),2018,28337,2020,NA,NA,NA,1,1
NA,NA,2017,27035,2020,NA,NA,NA,NA,NA
NA,NA,2014,23965,2016,NA,NA,NA,NA,NA
NA,NA,2013,19649,2016,NA,NA,NA,NA,NA
NA,NA,2012,17838,2015,NA,NA,NA,NA,NA
NA,NA,2011,15684,2014,NA,NA,NA,NA,NA
NA,NA,2010,22898,2011,NA,NA,NA,NA,NA
NA,NA,2009,15879,2011,17400,2010,NA,NA,NA
NA,NA,2008,16200,2010,16000,2009,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,No entry,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
212,DR OETKER GIAS COMMERCIAL (GROUPE SLAMA),2018,27875,2020,NA,NA,NA,1,0
NA,NA,2017,24590,2020,NA,NA,NA,NA,NA
NA,NA,2014,NA,NA,NA,NA,NA,NA,NA
NA,NA,2013,NA,NA,NA,NA,NA,NA,NA
NA,NA,2012,NA,NA,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
213,STE NOUVELLE BOISSONS - SNB (GROUPE SFBT),2018,27736,2020,NA,NA,NA,1,0
NA,NA,2017,30687,2020,NA,NA,NA,NA,NA
NA,NA,2014,38454,2016,NA,NA,NA,NA,NA
NA,NA,2013,40110,2016,NA,NA,NA,NA,NA
NA,NA,2012,37902,2015,NA,NA,NA,NA,NA
NA,NA,2011,31613,2014,NA,NA,NA,NA,NA
NA,NA,2010,53942,2011,NA,NA,NA,NA,NA
NA,NA,2009,92136,2011,NA,NA,NA,NA,NA
NA,NA,2008,67800,2009,NA,NA,NA,NA,NA
NA,NA,2007,61400,2009,NA,NA,NA,NA,NA
NA,NA,2006,49340,2008,NA,NA,NA,NA,NA
214,NEW AMICO (GROUPE DEMCO),2018,27487,2020,NA,NA,NA,0,1
NA,NA,2017,20506,2020,NA,NA,NA,NA,NA
NA,NA,2014,14462,2016,NA,NA,NA,NA,NA
NA,NA,2013,1356,2016,NA,NA,NA,NA,NA
NA,NA,2012,NA,NA,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
215,SODIMAC CERAM (GROUPE HAMMAMI),2018,27434,2020,NA,NA,NA,1,0
NA,NA,2017,24223,2020,NA,NA,NA,NA,NA
NA,NA,2014,14910,2016,NA,NA,"""SODIMAC""",NA,NA
NA,NA,2013,14000,2016,NA,NA,NA,NA,NA
NA,NA,2012,12941,2015,NA,NA,NA,NA,NA
NA,NA,2011,8517,2012,NA,NA,NA,NA,NA
NA,NA,2010,7932,2011,NA,NA,NA,NA,NA
NA,NA,2009,6396,2011,NA,NA,NA,NA,NA
NA,NA,2008,6251,2010,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,No entry,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
216,ONE TECH HOLDING (GROUPE ONE TECH),2018,26248,2020,NA,NA,NA,0,1
NA,NA,2017,20995,2020,NA,NA,NA,NA,NA
NA,NA,2014,NA,NA,NA,NA,NA,NA,NA
NA,NA,2013,NA,NA,NA,NA,NA,NA,NA
NA,NA,2012,NA,NA,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
217,CYNAPSYS,2018,26200,2020,NA,NA,NA,0,NA
NA,NA,2017,NA,NA,NA,NA,No entry,NA,NA
NA,NA,2014,NA,NA,NA,NA,NA,NA,NA
NA,NA,2013,NA,NA,NA,NA,NA,NA,NA
NA,NA,2012,NA,NA,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
218,SEPT MORUADI GAMMARTH (MOURADI),2018,26116,2020,NA,NA,NA,1,1
NA,NA,2017,NA,NA,NA,NA,No entry,NA,NA
NA,NA,2014,NA,NA,NA,NA,NA,NA,NA
NA,NA,2013,NA,NA,NA,NA,NA,NA,NA
NA,NA,2012,NA,NA,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
219,DELICE HOLDING .SA,2018,26004,2020,NA,NA,NA,0,1
NA,NA,2017,24730,2020,NA,NA,NA,NA,NA
NA,NA,2014,NA,NA,NA,NA,NA,NA,NA
NA,NA,2013,NA,NA,NA,NA,NA,NA,NA
NA,NA,2012,NA,NA,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
220,STE PLACEMENT DEVELOPPEMENT TOURISTIQUE (GROUPE SFBT),2018,25468,2020,NA,NA,NA,1,1
NA,NA,2017,18274,2020,NA,NA,NA,NA,NA
NA,NA,2014,17013,2016,NA,NA,NA,NA,NA
NA,NA,2013,15427,2016,NA,NA,NA,NA,NA
NA,NA,2012,10001,2015,NA,NA,NA,NA,NA
NA,NA,2011,11406,2014,NA,NA,NA,NA,NA
NA,NA,2010,17672,2012,NA,NA,NA,NA,NA
NA,NA,2009,10824,2010,NA,NA,NA,NA,NA
NA,NA,2008,8646,2010,NA,NA,NA,NA,NA
NA,NA,2007,8640,2008,NA,NA,NA,NA,NA
NA,NA,2006,9543,2008,NA,NA,NA,NA,NA
221,STE TOURISTIQUE MANSOUR TABARKA-COGIT (GROUPE ALLIANCE),2018,25461,2020,NA,NA,NA,1,0
NA,NA,2017,17737,2020,NA,NA,NA,NA,NA
NA,NA,2014,19894,2016,NA,NA,NA,NA,NA
NA,NA,2013,17837,2016,NA,NA,NA,NA,NA
NA,NA,2012,16000,2015,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,No entry,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
222,MIX INDUSTRIE (GROUPE MOURADI),2018,24225,2020,NA,NA,NA,1,1
NA,NA,2017,NA,NA,NA,NA,No entry,NA,NA
